File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
f8eaf87f-8ab3-4d10-954e-eb4e4a4e0b82	8f3b7aef-4540-411c-95b4-8e75add65847.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-6994	TCGA-CN-6994-01A	Primary Tumor
5e3f1bbd-f1f2-426d-bb61-81b1e2bec81c	c2ade968-d9da-4d76-bfa3-077cc1bcafed.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CV-7440	TCGA-CV-7440-01A	Primary Tumor
a1beb788-a00c-496e-bbd1-c5cf151c25a3	74d52df0-227b-4f3f-b507-b22cd7506dc4.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CN-6994	TCGA-CN-6994-01A	Primary Tumor
44fafd9e-b603-48f0-86ec-2022601f139f	1c15d5d5-c021-41cf-b1fb-2f7e32279674.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6441	TCGA-CV-6441-01A	Primary Tumor
1878cff8-f627-4ea6-bf0e-13161fcd4564	d9941137-e22c-412a-ac2d-3e2ccae52a02.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-5365	TCGA-CN-5365-01A	Primary Tumor
3094c16a-dcee-443d-8f7f-d50af40404f9	eed9ee8c-65ef-4361-b7ab-00a636a6b622.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-WA-A7H4	TCGA-WA-A7H4-01A	Primary Tumor
5693170e-8342-43f3-9d68-1c523770ad0f	272dd395-c5e1-4269-989d-adfdd8126c4f.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-D6-A4Z9	TCGA-D6-A4Z9-01A	Primary Tumor
4eef6dad-05d3-4f2f-875f-b8224f7baa98	5e28a878-24a0-4897-bba9-d3051872d190.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-MT-A67D	TCGA-MT-A67D-01A	Primary Tumor
6e5885ee-adc4-4771-a7ec-9719dbd59081	c21e91ee-2750-433c-a786-8e86559b7159.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-MT-A67D	TCGA-MT-A67D-01A	Primary Tumor
70835aff-e0bf-4331-8570-cf6c793993a8	5e28a878-24a0-4897-bba9-d3051872d190.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-MT-A67D	TCGA-MT-A67D-01A	Primary Tumor
5ee6b9ea-7828-4631-bd81-52e4ddebff4e	476962c8-96c1-44ab-84fa-0ee5d2d42b31.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-6939	TCGA-CV-6939-01A	Primary Tumor
bf03f2c2-98e8-4843-9449-ac21b2998b01	a1b731f1-ca9c-4500-b8d2-3400e7be0bb3.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6939	TCGA-CV-6939-11A	Solid Tissue Normal
f1c5fb89-5176-416f-8a99-dc0e059d135b	72282127-7300-45f0-9499-b0d48a8160b0.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CQ-6225	TCGA-CQ-6225-01A	Primary Tumor
5bd3d1ea-675e-4e41-96b3-d2da8a644879	e7362477-b124-4a5e-8595-dd1e895d579c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-6997	TCGA-CN-6997-01A	Primary Tumor
4f22ad5b-139e-4835-9be1-8806de694c3a	43c413e7-dc69-4623-82ef-a35d7a6faa11.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-QK-A8Z8	TCGA-QK-A8Z8-01A	Primary Tumor
ba935d84-bed1-48aa-8664-61e8f3d7d19b	fb5cc885-60fd-4efc-879f-d9b52022e40d.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-MT-A67G	TCGA-MT-A67G-01A	Primary Tumor
6ed4f915-49ed-4182-84c7-997b57da6bc2	d09e33ac-6e51-41a7-90b8-2a86da7a2fbf.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-5439	TCGA-CV-5439-01A	Primary Tumor
44b406c7-d71e-4887-8036-2ad02e9a76be	43c413e7-dc69-4623-82ef-a35d7a6faa11.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-QK-A8Z8	TCGA-QK-A8Z8-01A	Primary Tumor
938c8a89-f60e-45d4-9055-6ef27f73d936	32467e4b-2c19-4b8f-b4da-0982058d7220.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7235	TCGA-CV-7235-11A	Solid Tissue Normal
0f6610dc-68ff-4e6a-8e14-247d14efdc3b	8b9dc2a5-f52b-47de-8e58-5bf959971313.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7177	TCGA-CV-7177-01A	Primary Tumor
1be359e5-29d2-4d68-a380-d09d86e068a2	11edcab6-a731-42a0-ac2a-700db82160d2.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-BA-A6DL	TCGA-BA-A6DL-01A	Primary Tumor
29ea6674-0f65-489b-9114-b135aa42c612	e095e214-f555-4a78-acae-e3a7bb8f6cdf.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CQ-A4CH	TCGA-CQ-A4CH-01A	Primary Tumor
fb8aa14b-bf1a-455f-abd1-b7b663e2a3fd	4db5cfdb-e84b-4fad-b3f1-37ec453b21b4.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CR-7372	TCGA-CR-7372-01A	Primary Tumor
0486cbe7-ea63-4a75-8bad-7e95993b34ce	bf95f48b-ab11-4950-9bbe-8f4e7445dca1.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6938	TCGA-CV-6938-01A	Primary Tumor
edb9c52d-c5a3-4183-82cd-3e6ce07abbd8	df61bfa4-5818-4775-8dfb-ab0a1aa0cd00.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7261	TCGA-CV-7261-11A	Solid Tissue Normal
7e9a384d-04ae-4739-9ee4-1e97628b5a58	7afabbc8-6a22-4640-b680-70cbcd3484ad.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-7367	TCGA-CR-7367-01A	Primary Tumor
a5144a18-c51a-4529-aded-242813f8c614	0ddc124a-f1a5-47f1-af80-b3dcf166d53e.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CR-7367	TCGA-CR-7367-01A	Primary Tumor
9ef99691-8574-4c09-bdc5-26c7e0283caa	9023d7cf-71fa-49e8-853c-4c73e0570362.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CV-6938	TCGA-CV-6938-01A	Primary Tumor
a2b8d498-f21a-4718-8661-1cd9535ac2e5	bee0d45a-add1-4765-990f-4d58934ab094.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-6472	TCGA-CR-6472-01A	Primary Tumor
d7da0373-470f-413c-84e9-05fc7efe8355	1db9e59b-2547-498a-9da7-295b3c226a9a.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CN-5355	TCGA-CN-5355-01A	Primary Tumor
587e7996-a5c7-47e0-ade2-ed1a7a727b5f	c79c7ccb-631e-45d7-ae50-b1e4335df3fd.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-A6JY	TCGA-CV-A6JY-01A	Primary Tumor
fcf98817-f7c1-4dcb-ae7b-4b4e5589709b	1db9e59b-2547-498a-9da7-295b3c226a9a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CN-5355	TCGA-CN-5355-01A	Primary Tumor
030988e8-33db-45dc-9a6c-896b55f8c9fe	97e26e67-0399-42de-9670-5764b70e09eb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-7437	TCGA-CV-7437-11A	Solid Tissue Normal
73ba4949-9057-498b-80b5-8b6f70841a8e	10b36266-3877-492d-8ed2-ea129f1e6b2d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-5442	TCGA-CV-5442-01A	Primary Tumor
97a9469c-e868-4166-b8af-7e5ebc50d903	7c4dc5a0-52c7-4a7a-b120-d0a93e3c52f1.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CN-5374	TCGA-CN-5374-01A	Primary Tumor
39e5693d-d4b9-424d-83fa-c8a4bf0a02b4	6b1b3978-fae0-4864-9c1a-90e64384e381.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-7390	TCGA-CR-7390-01A	Primary Tumor
1c360680-f479-4eec-8aa5-0c1a13b75a42	422bcfbb-6d1b-4f54-b409-307bafee629e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7248	TCGA-CV-7248-01A	Primary Tumor
e47e29fc-3710-4da9-8805-bd8d29a92a23	41f8154f-896f-4b1e-b076-fd087366c46d.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-BB-8596	TCGA-BB-8596-01A	Primary Tumor
2ee408b9-22f5-4cd3-933c-32f73caf31b8	eca0639f-0dbe-4325-a10c-f7c0aed59e2c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-UP-A6WW	TCGA-UP-A6WW-01A	Primary Tumor
9a765a76-70c9-4b1c-a143-9e4f158e2e90	eca0639f-0dbe-4325-a10c-f7c0aed59e2c.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-UP-A6WW	TCGA-UP-A6WW-01A	Primary Tumor
9ddb8260-2403-4c09-81af-a4ab898a5ad6	322e4071-1b4e-47e2-a42f-6c33fcc11756.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-DQ-5631	TCGA-DQ-5631-01A	Primary Tumor
7a135d57-ce55-46bc-99d3-d7acf7c2751a	9d1c4e41-2ef6-4cac-98c0-e34dc8d01736.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-D6-6825	TCGA-D6-6825-01A	Primary Tumor
d6e60c88-6acc-45a0-abe8-e8bcbfccf369	36ff000c-51b2-4e3d-9300-4c536d0ae141.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-7235	TCGA-CV-7235-11A	Solid Tissue Normal
972ce8f3-c03f-41e9-b1b9-d44ca1f386a8	7ab14838-ec9d-45c5-9ca1-c440b4ae1fcb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CV-7091	TCGA-CV-7091-11A	Solid Tissue Normal
a0e5df28-f34e-4fc8-8100-ea276c5956e4	062971ce-dde4-4ff0-b244-92424d9e93e0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-D6-6516	TCGA-D6-6516-01A	Primary Tumor
a7f9c9f1-0ed9-4b2d-a8fe-f5f3adb099d4	6a1fc5c0-6ed9-4bc9-900a-95141c15fa12.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CV-7235	TCGA-CV-7235-01A	Primary Tumor
996fc9a8-2cdd-4f23-a716-218aaa69df94	72165763-bcce-4215-a93b-ba13cbe45e5c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BB-A5HU	TCGA-BB-A5HU-01A	Primary Tumor
24d7be4b-6e28-466b-a6ee-a514b4d680cf	7a0ce15a-2955-4e6e-8f5f-bc9624312e39.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6933	TCGA-CV-6933-01A	Primary Tumor
fe06cdc0-7665-4d57-816d-c45599817ece	f1767cf3-6e78-4345-b5e9-34445f706fb1.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-UF-A71D	TCGA-UF-A71D-01A	Primary Tumor
f1450f59-06cf-4d56-83e1-d830facb9541	44cede17-1827-4d07-bad8-136db4d73b26.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-BA-A6DA	TCGA-BA-A6DA-01A	Primary Tumor
c9243cb6-96c1-4f80-bd43-cd62004ccd7f	c44dcded-8cb8-4c22-842a-0af00a5973e1.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-F7-A622	TCGA-F7-A622-01A	Primary Tumor
e90a09a9-b44c-448b-9287-bb502da3cca7	17e1dba9-e44e-4b35-87de-13a5cc4b07ce.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-UF-A71D	TCGA-UF-A71D-01A	Primary Tumor
906c637f-9dfd-40fc-b22f-5e3065e0b77c	effeb215-6d68-490e-9557-f40376dd12a1.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-CQ-7064	TCGA-CQ-7064-01A	Primary Tumor
78107a9d-4eea-4cc6-9aef-1915f35acf75	a823d041-3e57-4d67-a832-629efa235ce2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-F7-A623	TCGA-F7-A623-01A	Primary Tumor
95b2fca7-5ea6-498c-a987-a0717fa9294b	fd0a4736-e0ed-450c-baed-4f9f461e4487.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-BA-4077	TCGA-BA-4077-01B	Primary Tumor
5e7bdc88-8bcf-4ec3-bd68-094905ea63bb	c99e774c-213d-4a51-b646-554a8e07e077.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-HNSC	TCGA-CN-6996	TCGA-CN-6996-01A	Primary Tumor
bf3dc9e6-31cb-48fd-9037-8841a027ca07	fd0a4736-e0ed-450c-baed-4f9f461e4487.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-HNSC	TCGA-BA-4077	TCGA-BA-4077-01B	Primary Tumor
